"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SDN","Sudan","","0.902","0.90200","","","<b>Nursing and midwifery personnel: </b>Includes Nurses, Midwives</br><b> Country: </b>Sudan </br><b>Year: </b>2006</br><b> Data Source:</b> National Human Resources for Health Observatory (NHRHO), Nov 2007,Sudan"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SYC","Seychelles","","11.132","11.13200","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2004","2004","","SEAR","South-East Asia","","LKA","Sri Lanka","","0.065","0.06500","","","<b>Dentistry personnel: </b>Includes Dentist, Dental assistant, Dental technician</br><b> Country: </b>Sri Lanka </br><b>Year: </b>2004</br><b> Data Source:</b> Category of Staff (Health Ministry)"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","1990","1990","","AFR","Africa","","ZWE","Zimbabwe","","0.032","0.03200","","","<b>Laboratory health workers: </b>Includes Radiographers, Medical Laboratory Technologists</br><b> Country: </b>Zimbabwe </br><b>Year: </b>1990</br><b> Data Source:</b> Health Professions Council of Zimbabwe"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","AFR","Africa","","LBR","Liberia","","0.155","0.15500","","",""
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","NRU","Nauru","","0.071","0.07100","","","<b>Dentistry personnel: </b>Includes Dentist</br><b> Country: </b>Nauru</br><b>Year: </b>2008</br><b> Data Source:</b> RON Hospital data from Jan-Dec 2008 (data from Health Planning Officer)"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1999","1999","","SEAR","South-East Asia","","THA","Thailand","","0.301","0.30100","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Thailand </br><b>Year: </b>1999</br><b> Data Source:</b> Reports on Health Resources, Bureau of Policy and Strategy, MoPH."
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2004","2004","","WPR","Western Pacific","","KOR","Republic of Korea","","3.58","3.58000","","",""
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","THA","Thailand","","0.566","0.56600","","","<b>Environment and public health workers: </b>Includes Public Health Generalists</br><b> Country: </b>Thailand </br><b>Year: </b>2010</br><b> Data Source:</b> Ministry of Public Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2004","2004","","AFR","Africa","","BEN","Benin","","0.045","0.04500","","","<b>Physician: </b>Includes Generalist, Specialist</br><b> Country: </b>Benin </br><b>Year: </b>2004</br><b> Data Source:</b> DRH/MSP"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1997","1997","","EUR","Europe","","HUN","Hungary","","3.499","3.49900","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Hungary </br><b>Year: </b>1997</br><b> Data Source:</b> Kozponti Statisztikai Hivatal"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2011","2011","","EUR","Europe","","PRT","Portugal","","4.003","4.00300","","","<b>Physician: </b>Includes Medical doctors</br><b> Country: </b>Portugal </br><b>Year: </b>2011</br><b> Data Source:</b> Instituto Nacional de Estatistica"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2008","2008","","AMR","Americas","","USA","United States of America","","2.416","2.41600","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>United States of America</br><b>Year: </b>2008</br><b> Data Source:</b> OECD Health Data, 07Sep2011"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2008","2008","","SEAR","South-East Asia","","LKA","Sri Lanka","","1.415","1.41500","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>Sri Lanka </br><b>Year: </b>2008</br><b> Data Source:</b> Ministry of Healthcare & Nutrition"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2008","2008","","AMR","Americas","","NIC","Nicaragua","","2.375","2.37500","","",""
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2013","2013","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","0.812","0.81200","","","<b>Pharmaceutical personnel: </b>Includes Practising pharmacists</br><b> Country: </b>United Kingdom </br><b>Year: </b>2013</br><b> Data Source:</b> WHO/Europe, HlthResDB, September 2014"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2013","2013","","AFR","Africa","","KEN","Kenya","","0.198","0.19800","","","<b>Physician: </b>Includes Doctors</br><b> Country: </b>Kenya </br><b>Year: </b>2013</br><b> Data Source:</b> Kenya National Bureau of Statistics"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","TLS","Timor-Leste","","0.469","0.46900","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","AUS","Australia","","2.704","2.70400","","","<b>Physician: </b>Includes Generalist medical practitioners, Internal medicine specialists and other specialists, Other medical practitioners, Surgeons</br><b> Country: </b>Australia </br><b>Year: </b>2006</br><b> Data Source:</b> ABS, Census of Population and Housing, 2006"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2000","2000","","EUR","Europe","","EST","Estonia","","4.475","4.47500","","","<b>Physician: </b>Includes Medical doctor</br><b> Country: </b>Estonia </br><b>Year: </b>2000</br><b> Data Source:</b> LIS"
"HRH_28","Dentistry personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=87","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BHS","Bahamas","","0.342","0.34200","","","<b>Dentistry personnel: </b>Includes Dentists, Dental Hygienists, Dental Technicians, Dental Nurse</br><b> Country: </b>Bahamas</br><b>Year: </b>2008</br><b> Data Source:</b> Health Professions Council, Bahamas Medical Council, Bahamas Dental Council, Princess Margaret Hospital, Grand Bahama Health Services, Public Hospital Authority and Department of Public Health"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","EMR","Eastern Mediterranean","","SDN","Sudan","","0.3","0.30000","","","<b>Physician: </b>Includes House officers, Medical officers, Registrars, Specialists, Physicians n.e.c</br><b> Country: </b>Sudan </br><b>Year: </b>2006</br><b> Data Source:</b> National Human Resources for Health Observatory (NHRHO), Nov 2007,Sudan"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2004","2004","","AFR","Africa","","BDI","Burundi","","0.011","0.01100","","","<b>Pharmaceutical personnel: </b>Includes Pharmacist, Pharmacy technician</br><b> Country: </b>Burundi </br><b>Year: </b>2004</br><b> Data Source:</b> WHO Survey 2005"
"HRH_31","Environmental and public health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=322","PUBLISHED","Published","","2004","2004","","AFR","Africa","","CPV","Cabo Verde","","0.019","0.01900","","","<b>Environment and public health workers: </b>Includes Environmental and public health officer professional, Environmental and public health officer technician</br><b> Country: </b>Cape Verde </br><b>Year: </b>2004</br><b> Data Source:</b> Minist�rio da Saude - Direc�ao Geral dos Recursos Humanos e Administra�ao"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2007","2007","","EMR","Eastern Mediterranean","","BHR","Bahrain","","0.24","0.24000","","","<b>Pharmaceutical personnel: </b>Includes Pharmacists & Technicians</br><b> Country: </b>Bahrain </br><b>Year: </b>2007</br><b> Data Source:</b> Ministry of  Health "
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","SAU","Saudi Arabia","","4.794","4.79400","","","<b>Nursing and midwifery personnel: </b>Includes Nurses</br><b> Country: </b>Saudi Arabia </br><b>Year: </b>2011</br><b> Data Source:</b> Ministry of Health"
"HRH_30","Other health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=106","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BEL","Belgium","","11.62","11.62000","","",""
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1992","1992","","EUR","Europe","","TUR","Turkey","","1.43","1.43000","","","<b>Nursing and midwifery personnel: </b>Includes Nurses , Midwives</br><b> Country: </b>Turkey </br><b>Year: </b>1992</br><b> Data Source:</b> Ministry of Health"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2001","2001","","WPR","Western Pacific","","AUS","Australia","","0.43","0.43000","","","<b>Laboratory health workers: </b>Includes Medical Imaging Professionals</br><b> Country: </b>Australia </br><b>Year: </b>2001</br><b> Data Source:</b> Census"
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","1999","1999","","AMR","Americas","","TTO","Trinidad and Tobago","","0.912","0.91200","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Trinidad and Tobago </br><b>Year: </b>1999</br><b> Data Source:</b> Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","1999","1999","","WPR","Western Pacific","","SLB","Solomon Islands","","0.851","0.85100","","","<b>Nursing and midwifery personnel: </b>Includes Nursing associate professional, Midwifery associate professional</br><b> Country: </b>Solomon Islands </br><b>Year: </b>1999</br><b> Data Source:</b> Global Atlas"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2003","2003","","SEAR","South-East Asia","","IND","India","","1.298","1.29800","","","<b>Nursing and midwifery personnel: </b>Includes General Nursing  Midwives, Auxiliary nursing midwives, Health visitors & Health supervisors</br><b> Country: </b>India </br><b>Year: </b>2003</br><b> Data Source:</b> Indian Nursing Council, Pharmacy Council of India, Directorate General of Health Services(C.B.H.I.)"
"HRH_27","Laboratory health workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4549","PUBLISHED","Published","","2009","2009","","AFR","Africa","","BWA","Botswana","","0.265","0.26500","","","<b>Laboratory health workers: </b>Includes Medical laboratory technician, Medical laboratory assistant, Radiographer technician, X-ray attendant</br><b> Country: </b>Botswana </br><b>Year: </b>2009</br><b> Data Source:</b> Statistics Botswana"
"HRH_25","Pharmaceutical personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=320","PUBLISHED","Published","","2001","2001","","AMR","Americas","","ARG","Argentina","","0.564","0.56400","","","<b>Pharmaceutical personnel: </b>Includes Farmacia (Pharmacists)</br><b> Country: </b>Argentina </br><b>Year: </b>2001</br><b> Data Source:</b> Organizacion Panamericana de la Salud"
"HRH_32","Health management & support workers density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4550","PUBLISHED","Published","","2006","2006","","WPR","Western Pacific","","AUS","Australia","","0.096","0.09600","","",""
"HRH_26","Physicians density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=112","PUBLISHED","Published","","2006","2006","","EUR","Europe","","TUR","Turkey","","1.408","1.40800","","","<b>Physician: </b>Includes Physicians</br><b> Country: </b>Turkey </br><b>Year: </b>2006</br><b> Data Source:</b> Ministry of Health"
"HRH_33","Nursing and midwifery personnel density (per 1000 population)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=105","PUBLISHED","Published","","2010","2010","","AFR","Africa","","ZMB","Zambia","","0.784","0.78400","","","<b>Nursing and midwifery personnel: </b>Includes Nursing professionals, Midwifery professionals</br><b> Country: </b>Zambia </br><b>Year: </b>2010</br><b> Data Source:</b> Payroll Management and Establishment Control (PMEC) January 2010"
